batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
8,10,8,3,1,0.5,2,0.0001,5,0.937299907207489,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.76171875
8,10,8,3,1,0.5,3,0.0001,5,0.7955303192138672,0.625,0.625,0.625,0.7977430820465088
8,10,8,3,1,0.5,2,0.001,5,0.9154204726219177,0.5416666865348816,0.5416666865348816,0.5416666865348816,0.725694477558136
8,10,8,3,1,0.5,3,0.001,5,0.9236178994178772,0.5416666865348816,0.0,0.0,0.7447916865348816
8,10,16,3,1,0.5,2,0.0001,5,0.9267656207084656,0.5416666865348816,0.5416666865348816,0.5416666865348816,0.7378472089767456
8,10,16,3,1,0.5,3,0.0001,5,0.9032379984855652,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.75
8,10,16,3,1,0.5,2,0.001,5,0.8851253390312195,0.625,0.625,0.625,0.753038227558136
8,10,16,3,1,0.5,3,0.001,5,0.8071686625480652,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.8190103769302368
8,20,8,3,1,0.5,2,0.0001,5,0.9173324704170227,0.5833333134651184,1.0,0.0416666679084301,0.7452256679534912
8,20,8,3,1,0.5,3,0.0001,5,0.9052664637565613,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7821180820465088
8,20,8,3,1,0.5,2,0.001,5,0.932894229888916,0.625,0.625,0.625,0.7625868320465088
8,20,8,3,1,0.5,3,0.001,5,0.910259485244751,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7504340410232544
8,20,16,3,1,0.5,2,0.0001,5,0.9061291813850403,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7855902910232544
8,20,16,3,1,0.5,3,0.0001,5,0.8909532427787781,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7556424140930176
8,20,16,3,1,0.5,2,0.001,5,0.8967884182929993,0.5833333134651184,0.5909090638160706,0.5416666865348816,0.7369791865348816
8,20,16,3,1,0.5,3,0.001,5,0.9073910117149353,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.7625868320465088
16,10,8,3,1,0.5,2,0.0001,5,1.0594245195388794,0.5,0.5,0.5,0.6962890625
16,10,8,3,1,0.5,3,0.0001,5,0.8824592232704163,0.5,0.5,0.5,0.7626953125
16,10,8,3,1,0.5,2,0.001,5,1.0162357091903687,0.4375,0.4375,0.4375,0.6904296875
16,10,8,3,1,0.5,3,0.001,5,0.9903059005737305,0.5625,0.5625,0.5625,0.82421875
16,10,16,3,1,0.5,2,0.0001,5,0.9007955193519592,0.5625,0.5625,0.5625,0.748046875
16,10,16,3,1,0.5,3,0.0001,5,0.9361616969108582,0.625,0.625,0.625,0.6767578125
16,10,16,3,1,0.5,2,0.001,5,0.9412844181060791,0.625,0.0,0.0,0.716796875
16,10,16,3,1,0.5,3,0.001,5,0.8934392929077148,0.6875,0.0,0.0,0.857421875
16,20,8,3,1,0.5,2,0.0001,5,0.9936113953590393,0.5625,0.5625,0.5625,0.6904296875
16,20,8,3,1,0.5,3,0.0001,5,0.9799965023994446,0.5625,0.5625,0.5625,0.7294921875
16,20,8,3,1,0.5,2,0.001,5,0.9876861572265625,0.5625,0.5625,0.5625,0.7109375
16,20,8,3,1,0.5,3,0.001,5,1.1122668981552124,0.4375,0.4375,0.4375,0.6298828125
16,20,16,3,1,0.5,2,0.0001,5,0.9625167846679688,0.4375,0.4375,0.4375,0.6923828125
16,20,16,3,1,0.5,3,0.0001,5,1.0162036418914795,0.4375,0.4375,0.4375,0.6650390625
16,20,16,3,1,0.5,2,0.001,5,0.9141939878463745,0.5,0.5,0.1875,0.7216796875
16,20,16,3,1,0.5,3,0.001,5,0.9804273843765259,0.5,0.5,0.5,0.68359375
