batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
8,10,16,3,1,0.6389630931708219,3,0.0007978688400803579,6,0.5722436904907227,0.7698643207550049,0.7832238674163818,0.7509689927101135,0.9132483601570129
8,40,8,3,3,0.48444736620402973,2,0.00033240051145306865,6,0.8123434782028198,0.6623061895370483,0.6629431843757629,0.6613371968269348,0.849613606929779
64,40,16,3,3,0.36188885138506216,5,0.00043083987770731365,6,0.4301168918609619,0.8525390625,0.8664296865463257,0.8330078125,0.9492164850234985
64,50,64,3,3,0.4126978348547554,3,0.00015301670109794664,6,0.42754077911376953,0.853515625,0.8574950695037842,0.84912109375,0.9509546756744385
8,40,16,3,2,0.3008933896654834,3,0.00013087180942030657,6,0.6595156788825989,0.7432170510292053,0.7434146404266357,0.7383720874786377,0.9071760177612305
32,30,16,3,3,0.40025472804560197,2,0.0001281379858406662,6,0.5738877654075623,0.7724609375,0.7781065106391907,0.7705078125,0.9180299639701843
16,30,32,3,3,0.4356901670784576,3,0.00017810212772179825,6,0.6774359941482544,0.7882751822471619,0.7889373898506165,0.7877907156944275,0.9184057712554932
16,10,32,3,1,0.5865597955338253,5,0.0004421815772967711,6,0.5924813747406006,0.7606589198112488,0.7716777920722961,0.7286821603775024,0.9036992788314819
8,10,8,3,1,0.4519809092241016,5,0.00010314485619078929,6,0.6131488084793091,0.7403100728988647,0.7497512698173523,0.7301356792449951,0.8974980711936951
16,50,8,3,1,0.42993865178192936,4,0.0005629093309985031,6,0.5140457153320312,0.8284883499145508,0.8345752358436584,0.8139534592628479,0.9322940707206726
64,10,8,3,3,0.30393441506511154,2,0.0006278249933057443,6,0.5298185348510742,0.7919921875,0.799002468585968,0.7822265625,0.9267803430557251
16,30,32,3,3,0.3728202361081994,3,0.0003854587248440197,6,0.5840197205543518,0.7834302186965942,0.7851239442825317,0.7824612259864807,0.9205303192138672
32,30,32,3,1,0.4815090466577989,2,0.00022414958556391968,6,0.4155557453632355,0.86474609375,0.8671913146972656,0.86083984375,0.9564157128334045
16,40,16,3,3,0.4098442536961498,2,0.0005069312248406984,6,1.844399333000183,0.6424418687820435,0.6424418687820435,0.6424418687820435,0.8187481760978699
8,30,16,3,2,0.4025395362966406,5,0.0003042605927619238,6,0.5476981401443481,0.7916666865348816,0.8001987934112549,0.7800387740135193,0.9237558841705322
