batch_size;epochs;fl_filter;ol_units;n_dropout;drop_value;n_layer;lr;patience;val_loss;val_accuracy;val_precision;val_recall;val_auc
16;10;32;3;2;0.2078528663925634;3;0.0003484218557594362;20;0.8783129453659058;0.625;0.625;0.625;0.7958984375
16;40;32;3;3;0.18862633445311883;5;0.00047363116922763697;15;0.9728137850761414;0.5;0.5;0.5;0.7109375
16;50;32;3;1;0.4592888323413716;5;0.00010081692569046375;15;0.8267280459403992;0.625;0.625;0.625;0.80859375
16;10;64;3;3;0.1442861226250904;3;0.00028674443778706497;15;0.9836785793304443;0.5625;0.5625;0.5625;0.7216796875
16;50;32;3;2;0.4687251750139497;5;0.0004107585734999231;15;0.9256507158279419;0.625;0.625;0.625;0.779296875
16;10;32;3;1;0.14971858449743342;4;0.00010636373667327942;20;0.8634144067764282;0.5625;0.5625;0.5625;0.744140625
8;50;64;3;3;0.23898034717315225;5;0.0001344329298618015;5;0.8973121047019958;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.7834201455116272
16;40;64;3;3;0.2560883215441241;4;0.000589079244281779;15;0.9129207134246826;0.4375;0.0;0.0;0.6806640625
16;50;32;3;1;0.4662091423938341;3;0.00030578784988420383;15;0.9193131327629089;0.5;0.5;0.4375;0.7255859375
8;10;32;3;1;0.36368854107105897;2;0.00017592768116717625;15;0.9042456746101379;0.5833333134651184;0.5652173757553101;0.5416666865348816;0.7109375
16;20;8;3;1;0.15920852047277198;4;0.0003799408584313567;5;0.8669570684432983;0.5625;0.5625;0.5625;0.755859375
8;40;64;3;3;0.22687784778450076;5;0.00026684659067984667;20;0.8868870139122009;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.7690972089767456
16;20;32;3;2;0.29739588533953776;3;0.00021163207763381188;15;0.8960686922073364;0.5;0.5;0.5;0.6875
8;50;8;3;1;0.43228458958920585;5;0.00012330860714142986;15;0.8037943840026855;0.625;0.625;0.625;0.7907986044883728
8;10;64;3;3;0.5226691054669164;4;0.0009613345449943927;5;0.8920707702636719;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.750868022441864
16;50;64;3;2;0.316853779746729;4;0.00015427050270689382;15;0.9944578409194946;0.5;0.5;0.5;0.7265625
8;20;16;3;1;0.26057496404717484;5;0.0004625996352776763;20;0.9292008280754089;0.625;0.625;0.625;0.8064236044883728
8;10;8;3;3;0.6836118206031194;5;0.00021680346726187563;15;0.8921214938163757;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.7873263359069824
16;50;32;3;2;0.34171043234798026;4;0.0006246545709606182;5;0.8741021156311035;0.5625;0.5625;0.5625;0.75
8;10;16;3;1;0.17597949530207635;2;0.0005286137536474588;15;0.9179198741912842;0.5416666865348816;0.52173912525177;0.5;0.7426215410232544
16;40;64;3;3;0.10816829522519777;5;0.0003329733396539325;20;0.8036246299743652;0.6875;0.6875;0.6875;0.8408203125
8;50;32;3;1;0.2191863432001306;4;0.0006518642054618234;15;0.9479216933250427;0.5416666865348816;0.5416666865348816;0.5416666865348816;0.717013955116272
8;10;8;3;3;0.13169982704382827;3;0.0008427089402674896;15;0.9099816679954529;0.5416666865348816;0.5416666865348816;0.5416666865348816;0.7430555820465088
16;30;16;3;2;0.3630361885162259;2;0.00020886338435678026;10;0.9637891054153442;0.5625;0.5625;0.5625;0.7216796875
8;20;64;3;1;0.2707614805254497;5;0.00016457884060770136;5;0.8982776999473572;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.7630208730697632
16;10;64;3;3;0.5077583441612397;4;0.00023242381486346023;15;0.9396411180496216;0.625;0.625;0.625;0.765625
8;50;32;3;1;0.3062056708184445;4;0.00011275313519847193;10;0.9751260876655579;0.5416666865348816;0.5416666865348816;0.5416666865348816;0.7469618320465088
8;30;16;3;3;0.1840656733355961;2;0.0003793238097119628;20;0.9176068305969238;0.5833333134651184;0.5833333134651184;0.5833333134651184;0.7369791269302368
