batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
16,15,16,3,1,0.5,2,0.0001,5,0.6632293462753296,0.698369562625885,0.7134328484535217,0.6494565010070801,0.8872264623641968
16,15,16,3,1,0.5,3,0.0001,5,0.6420578956604004,0.7744565010070801,0.7817679643630981,0.76902174949646,0.9059213995933533
16,15,32,3,1,0.5,2,0.0001,5,0.5573064684867859,0.79076087474823,0.8011204600334167,0.7771739363670349,0.9207488894462585
16,15,32,3,1,0.5,3,0.0001,5,0.5848735570907593,0.7853260636329651,0.8171091675758362,0.7527173757553101,0.9144353866577148
16,20,16,3,1,0.5,2,0.0001,5,0.5806955099105835,0.7744565010070801,0.7786885499954224,0.7744565010070801,0.9181423187255859
16,20,16,3,1,0.5,3,0.0001,5,0.6284169554710388,0.76902174949646,0.7711171507835388,0.76902174949646,0.9074831604957581
16,20,32,3,1,0.5,2,0.0001,5,0.5900097489356995,0.7527173757553101,0.7561643719673157,0.75,0.9073612689971924
16,20,32,3,1,0.5,3,0.0001,5,0.5510106086730957,0.7880434989929199,0.7896174788475037,0.7853260636329651,0.9229345917701721
32,15,16,3,1,0.5,2,0.0001,5,0.6800220608711243,0.7585227489471436,0.7753846049308777,0.7159090638160706,0.909488320350647
32,15,16,3,1,0.5,3,0.0001,5,0.597175657749176,0.7755681872367859,0.7784256339073181,0.7585227489471436,0.9114899039268494
32,15,32,3,1,0.5,2,0.0001,5,0.6587243676185608,0.6931818127632141,0.6907514333724976,0.6789772510528564,0.880381166934967
32,15,32,3,1,0.5,3,0.0001,5,0.5632004737854004,0.7954545617103577,0.800000011920929,0.7840909361839294,0.9178557991981506
32,20,16,3,1,0.5,2,0.0001,5,0.7856996059417725,0.5852272510528564,0.6399999856948853,0.5454545617103577,0.81625896692276
32,20,16,3,1,0.5,3,0.0001,5,0.6017403602600098,0.7755681872367859,0.7905604839324951,0.7613636255264282,0.9134168028831482
32,20,32,3,1,0.5,2,0.0001,5,0.6190049052238464,0.7642045617103577,0.7663817405700684,0.7642045617103577,0.9070287942886353
32,20,32,3,1,0.5,3,0.0001,5,0.5463619828224182,0.7982954382896423,0.7971428632736206,0.7926136255264282,0.920958936214447
,,,,,,,,,,
