batch_size,epochs,fl_filter,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
8,47,16,1,0.359225801890518,3,0.0007184787728238348,15,0.5351387858390808,0.7819148898124695,0.7896174788475037,0.7686170339584351,0.9244585037231445
16,41,8,1,0.5596192763938516,3,0.00011025993614626674,18,0.5856746435165405,0.79076087474823,0.7983425259590149,0.7853260636329651,0.9106695055961609
8,21,16,3,0.38732338611725,3,0.0006368926751396946,8,0.8837670087814331,0.5877659320831299,0.5877659320831299,0.5877659320831299,0.8181586265563965
16,29,64,3,0.2541123252037733,4,0.0006066508414120549,17,0.5790395140647888,0.7744565010070801,0.7843137383460999,0.760869562625885,0.9103039503097534
64,28,64,2,0.2202177484833281,3,0.00015203848084963852,20,0.5784556269645691,0.7875000238418579,0.7947883009910583,0.762499988079071,0.9129198789596558
64,36,8,3,0.492631844061208,3,0.0007040186286508897,12,0.7758321762084961,0.606249988079071,0.6346863508224487,0.5375000238418579,0.7993335127830505
8,50,32,1,0.24432134833379382,2,0.0006200110808321889,5,0.5229156017303467,0.792553186416626,0.8062677979469299,0.7526595592498779,0.9247432947158813
32,37,8,3,0.677055788495845,2,0.0002633668843583839,6,0.9289772510528564,0.5795454382896423,0.0,0.0,0.7741478085517883
16,39,8,1,0.38097866782896733,4,0.0006720453712713788,14,0.6390268802642822,0.7445651888847351,0.7445054650306702,0.7364130616188049,0.8954432010650635
32,48,16,1,0.6090992784971742,5,0.00014120540375794796,8,0.5708227753639221,0.7755681872367859,0.7736389636993408,0.7670454382896423,0.9098314046859741
8,10,32,2,0.7833450095381537,2,0.00036644626009933056,5,0.7887421250343323,0.585106372833252,0.585106372833252,0.585106372833252,0.801964282989502
8,50,32,1,0.2917177790991582,2,0.0008121563563084083,13,0.5124083161354065,0.8031914830207825,0.8181818127632141,0.7659574747085571,0.9293073415756226
8,50,32,2,0.2105551155960418,2,0.000983729608400315,11,0.5243637561798096,0.8005319237709045,0.8136986494064331,0.789893627166748,0.9284408092498779
8,44,32,1,0.29487879111272425,2,0.00042821005966586534,10,0.5094736218452454,0.8085106611251831,0.8338108658790588,0.7739361524581909,0.932805061340332
8,44,32,1,0.32177994724938386,2,0.00043157366661115986,11,0.7737432718276978,0.7845744490623474,0.7845744490623474,0.7845744490623474,0.9192419648170471
8,33,32,2,0.4194356620086559,5,0.0004326127890855293,9,0.6510205268859863,0.707446813583374,0.7115902900695801,0.7021276354789734,0.8914720416069031
