batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
32,20,16,3,1,0.5,2,0.0001,6,0.48063725233078003,0.8175871968269348,0.8201174736022949,0.8117732405662537,0.9383834004402161
32,20,16,3,1,0.5,3,0.0001,6,0.5334499478340149,0.7986918687820435,0.8008784651756287,0.7950581312179565,0.9248355031013489
32,20,16,3,1,0.5,4,0.0001,6,0.5619611740112305,0.7856104373931885,0.7963936924934387,0.770348846912384,0.9144309759140015
32,20,32,3,1,0.5,2,0.0001,6,0.4387635588645935,0.8335756063461304,0.8403860330581665,0.8226743936538696,0.9479731917381287
32,20,32,3,1,0.5,3,0.0001,6,0.4519062936306,0.8270348906517029,0.8335809707641602,0.8154069781303406,0.9440522193908691
32,20,32,3,1,0.5,4,0.0001,6,0.5403566360473633,0.8059592843055725,0.8071585297584534,0.8030523061752319,0.9291781187057495
32,20,64,3,1,0.5,2,0.0001,6,0.44100186228752136,0.8386628031730652,0.8407596945762634,0.836482584476471,0.9490084648132324
32,20,64,3,1,0.5,3,0.0001,6,0.454527884721756,0.8219476938247681,0.8262463212013245,0.8190407156944275,0.9459032416343689
32,20,64,3,1,0.5,4,0.0001,6,0.5708439946174622,0.8030523061752319,0.8036496639251709,0.8001453280448914,0.9294627904891968
64,20,16,3,1,0.5,2,0.0001,6,0.564487636089325,0.7782738208770752,0.783033013343811,0.7760416865348816,0.9172655940055847
64,20,16,3,1,0.5,3,0.0001,6,0.542191743850708,0.7797619104385376,0.7902852892875671,0.7626488208770752,0.919300377368927
64,20,16,3,1,0.5,4,0.0001,6,0.5413641929626465,0.7946428656578064,0.8009118437767029,0.7842261791229248,0.9198535084724426
64,20,32,3,1,0.5,2,0.0001,6,0.4622427225112915,0.8266369104385376,0.8327025175094604,0.8184523582458496,0.9424760937690735
64,20,32,3,1,0.5,3,0.0001,6,0.4576117992401123,0.8214285969734192,0.8281604647636414,0.8139880895614624,0.9432955384254456
64,20,32,3,1,0.5,4,0.0001,6,0.5261063575744629,0.796875,0.8039513826370239,0.7872023582458496,0.924735963344574
64,20,64,3,1,0.5,2,0.0001,6,0.44794654846191406,0.828125,0.8308383226394653,0.8258928656578064,0.9478446245193481
64,20,64,3,1,0.5,3,0.0001,6,0.4954398572444916,0.8348214030265808,0.8373134136199951,0.8348214030265808,0.943159282207489
64,20,64,3,1,0.5,4,0.0001,6,0.4822534918785095,0.8191964030265808,0.8257575631141663,0.8110119104385376,0.9362654089927673
