batch_size,epochs,fl_filter,ol_units,n_dropout,drop_value,n_layer,lr,patience,val_loss,val_accuracy,val_precision,val_recall,val_auc
64,20,64,3,3,0.2572687778591126,2,0.0007726834830614744,15,0.6660486459732056,0.7593749761581421,0.7773851752281189,0.6875,0.8963940143585205
32,40,32,3,2,0.526775042825336,2,0.0008830230928480407,15,0.6101089119911194,0.7670454382896423,0.7657142877578735,0.7613636255264282,0.9155858755111694
16,20,64,3,1,0.25452603654899053,3,0.00037575887349019425,15,0.5895171165466309,0.75,0.7934131622314453,0.720108687877655,0.9065084457397461
,,,,,,,
16,30,64,3,2,0.68907648678144,3,0.0006632465530957869,5,0.7836418747901917,0.592391312122345,0.592391312122345,0.592391312122345,0.8029577136039734
64,20,8,3,1,0.29543472226972267,3,0.0008695326079610561,20,0.5481348633766174,0.778124988079071,0.7838709950447083,0.7593749761581421,0.9170995950698853
,,,,,,,
16,40,8,3,3,0.4146484030103319,2,0.0001264916158866335,5,0.7786803245544434,0.5896739363670349,0.6114457845687866,0.551630437374115,0.8149164915084839
8,40,32,3,1,0.5161859987709283,5,0.00011524056936291676,15,0.6346434354782104,0.7553191781044006,0.7650273442268372,0.7446808218955994,0.9076647162437439
16,10,8,3,2,0.41895608712593213,5,0.00012613698081056704,15,0.785391628742218,0.5760869383811951,0.5958701968193054,0.5489130616188049,0.7940265536308289
16,20,8,3,3,0.640528512699298,5,0.00026057623658717687,20,0.7871498465538025,0.58423912525177,0.6064140200614929,0.5652173757553101,0.8084386587142944
32,30,32,3,2,0.44074986781975833,3,0.0002547948929372964,20,0.5261316299438477,0.7784090638160706,0.7906976938247681,0.7727272510528564,0.9220989942550659
32,30,32,3,2,0.4391478639563712,4,0.00014722197561773713,10,0.5795007944107056,0.7727272510528564,0.7877907156944275,0.7698863744735718,0.910386323928833
16,20,8,3,2,0.211581573527179,4,0.00026131996739748144,20,0.6942978501319885,0.73097825050354,0.738161563873291,0.720108687877655,0.8856295943260193
64,40,8,3,2,0.23597687422781927,3,0.00012074751503050907,5,0.6516422033309937,0.7437499761581421,0.7599999904632568,0.7124999761581421,0.8948681354522705
8,30,32,3,3,0.6421293292600042,2,0.0004411432346668415,15,0.8307701945304871,0.585106372833252,0.585106372833252,0.585106372833252,0.7765957117080688
8,30,32,3,2,0.4381455277597789,2,0.00021090178119827414,15,0.5748777389526367,0.7978723645210266,0.7994652390480042,0.7952127456665039,0.9162941575050354
